date,SPY,QQQ,DIA,TLT,GLD,EFA,EEM,BND,VNQ
2007-04-11 00:00:00+00:00,-0.00408826394715023,-0.010574966362809322,-0.005509215897936161,-0.0006864988825795009,-0.0011918952543319833,-0.00486743627726666,-0.00927312490236705,-0.002661699735673102,-0.015009662651443796
2007-04-12 00:00:00+00:00,0.004433982478316979,0.007885587781613237,0.0040749527038551675,0.0002288853287623447,-0.0013425824348319386,0.006654746852963854,0.016581118178095308,-0.00013327114070167779,-0.006828554605630432
2007-04-13 00:00:00+00:00,0.004552066450253835,0.002017711704180227,0.0058833052511254496,-0.0030943810137702265,0.012608636963471587,0.0033108396455285693,0.006035907394623209,-0.0016006405978966972,0.011229693428501747
2007-04-16 00:00:00+00:00,0.009451409176271675,0.009140627681922139,0.007030322412352489,0.005494519317747219,0.008220833144857075,0.010496460582236758,0.011159747063122727,0.0009340183483699267,0.0012539186611163291
2007-04-17 00:00:00+00:00,0.002654952437692883,0.002216804275030609,0.005573231584430802,0.00557802117820779,-0.005865119452398134,0.00012579407567025666,-0.005887826017659186,0.0025308038820560518,0.012948388078610972
2007-04-18 00:00:00+00:00,0.001223046762356117,-0.0033270519743899087,0.0022674860172859166,0.004982458500900018,0.005572679035048554,-0.00037742970941438534,-0.00763300498281478,0.0018607129246689502,-0.00620426360444808
2007-04-19 00:00:00+00:00,-0.00027170119052656377,0.003105592556409445,0.0006246096392972225,-0.0016957779198290837,-0.012508440624404532,-0.0037821527686183994,-0.007938173360967768,-0.00039843283724137253,-0.006744124474162813
2007-04-20 00:00:00+00:00,0.009396716378033498,0.00552182518482467,0.01206977917033595,-0.0026057908591105667,0.017177255641553067,0.01142869582364612,0.011843157168473025,-0.00026571011257025753,0.007490671728361178
2007-04-23 00:00:00+00:00,-0.0037750955796509804,0.0015406627887530277,-0.003091909397196141,0.0036236026514901826,-0.006425255749742584,-0.0097880063650095,-0.005291663748910243,0.0013278451043148764,0.0111318403701077
2007-04-24 00:00:00+00:00,0.00040513878224689224,0.005045530064716507,0.0023970628147956864,0.00372313850347371,-0.007794730251748729,-0.0006307158833902158,0.0014681894985299061,0.0015910902322904539,-0.006788054450677754
2007-04-25 00:00:00+00:00,0.009139855568878533,0.013259622593228331,0.008765915415978959,-0.0034970987183661566,0.0023595350867433584,0.009294214102610344,0.010943245426955411,-0.0007952286701625799,-0.0006193868288410807
2007-04-26 00:00:00+00:00,0.0011366163467587313,0.005169083228921595,0.004430532035329712,-0.007258736646294563,-0.015138312247668423,-0.004636309289218503,-0.0016136843891366311,-0.0021237066664427694,0.0006193868288410193
2007-04-27 00:00:00+00:00,-0.0008021592965828884,0.00042955327272548553,0.00022863239848590455,-0.00022768670523181807,0.010265655873712205,-0.002137424588144635,-0.004694464308800701,-0.00020198691304666798,-0.0024798524803350923
2007-04-30 00:00:00+00:00,-0.008327266126428428,-0.013185104014453254,-0.004276447906804311,0.006695060470007354,-0.006981090364802651,-0.003656772247820947,-0.019828589015652622,0.003253398901203642,-0.016270696865505016
2007-05-01 00:00:00+00:00,0.0025593023908434794,-0.0009795919154097982,0.004733555945186323,0.004446309502223876,-0.005979984930581864,-0.0010111224331485718,0.003964326302567579,-0.0005703838609501377,-0.008744748710995584
2007-05-02 00:00:00+00:00,0.005834797588354066,0.010938539781570946,0.006453349654760259,-0.0005651952897717792,-0.00044994376462127874,0.007558614973669229,0.019670089405434275,0.00013275804854189857,0.007861077630267301
2007-05-03 00:00:00+00:00,0.005402080580503893,0.003655524981767806,0.001890145347933768,-0.0022639810448497506,0.012374365875721502,0.0013795700442081785,0.008851039436171469,-0.0006639665599299819,0.002648674060504118
2007-05-04 00:00:00+00:00,0.00378393250222883,0.0008581849920950181,0.002640215768144542,0.0040714826651423435,0.010318487777246414,0.009355772102799302,-0.0008014105228297409,0.000796706986111938,-0.008729260313479727
2007-05-07 00:00:00+00:00,0.00019875443527179947,0.0,0.0022575071674597598,0.002705141416571522,0.000879507532507551,0.0014888340226710322,0.006473031751790125,0.0006634379613468705,0.002791525730925213
2007-05-08 00:00:00+00:00,-0.0013258006714903568,0.0021422458923029534,0.0006011421878665568,-0.0022537760281007343,-0.005435993699043573,-0.0082161547714612,-0.01306893726111194,0.00013263479019004048,-0.006610753800035753
2007-05-09 00:00:00+00:00,0.0027160693360856777,0.00213766648331235,0.0033747079158713248,-0.003956372085610707,-0.006354857712260613,0.005484930229975713,0.01601187038505917,-0.0011943469018421138,0.01078348540281433
2007-05-10 00:00:00+00:00,-0.010507524809312491,-0.013760698754706435,-0.00804303956271515,0.0023757011004696283,-0.021731840627339405,-0.019964251494305158,-0.024766080464751473,0.0009290597271407871,-0.013465650621711418
2007-05-11 00:00:00+00:00,0.00852088091937555,0.01269243671519062,0.007968169650153392,-0.0035089741133879993,0.006795043132828808,0.016726793803918907,0.02508371724677982,-0.0013274925629474274,0.013465650621711447
2007-05-14 00:00:00+00:00,-0.0021898678244891227,-0.006864033815882935,0.0011972464757275408,-0.0026114122138734667,-0.0025615926008921573,-0.003748598666619745,-0.009974150109641113,-0.000664407704444316,-0.005694415894201847
2007-05-15 00:00:00+00:00,0.0002657455952164615,-0.00777877733741439,0.0029868600465167033,-0.00034112229513875617,0.00391507803196856,0.0017510948830431424,0.0014424235193366052,-0.00039885661600584047,-0.015345569675567295
2007-05-16 00:00:00+00:00,0.006817373961620076,0.00971405371890146,0.007428350900857374,-0.0006825938839640836,-0.014227574640287495,0.0014985017776374724,0.014153054882485389,0.00039885661600582475,-0.01244829352576349
